1000000	0.310000	1.630000	0.300000	0.570000
3000000	1.070000	9.810000	1.080000	2.390000
5000000	2.250000	19.000000	2.380000	4.320000
7000000	3.930000	39.070000	3.760000	7.420000
9000000	5.890000	65.240000	5.790000	11.130000
11000000	7.720000	90.700000	7.600000	16.270000
13000000	9.980000	128.890000	9.830000	20.240000
15000000	13.060000	185.520000	13.350000	25.620000
17000000	15.180000	218.650000	15.360000	32.300000
19000000	19.590000	286.840000	20.170000	39.920000
